premise,hypothesis,label,idx
"Drugi trdijo, da bi se moral g. Sharon pogajati za prevzem Gaze - tako za pridobitev vsaj nekaj pisnih obljub o boljšem vedenju Palestincev kot za gospoda Abbasa glavno nagrado, s katero je ljudem pokazal, da je Gaza prinesla diplomacijo in ne nasilje.",G. Abbas je član palestinske družine.,not_entailment,1047
Arroyo je bila najljubša med vlagatelji zaradi svojih izkušenj kot izučena ekonomistka in vladna menedžerka.,Arroyo ima izkušnje kot ekonomist in vladni menedžer.,entailment,1048
"Polio ni več resen zdravstveni problem za ljudi, ki živijo v razvitih državah, kot so ZDA, Nemčija ali Francija.",Polio je pod nadzorom sveta.,not_entailment,1049
"V Aziji je največ otrok-delavcev, v podsaharski Afriki pa največ prebivalcev.",Otroško delo se pogosto uporablja v Aziji.,entailment,1050
"Leta 1962 je bil Armstrong premeščen v status astronavta. Bil je komandni pilot za misijo Gemini 8, ki se je izstrelila 16. marca 1966, in skupaj z Davidom Scottom izvedel prvo uspešno pristajanje dveh vozil v vesolju, tako da je svoj Gemini 8 združil z nenaseljeno raketo Agena.","Neil Armstrong je bil prvi človek, ki je pristal na Luni.",not_entailment,1051
"Glede na eksplozijo avtomobila, ki je bila 2. aprila v Santa Tecli, je FMLN-FDR v sporočilu prevzel odgovornost za napad in dejal, da gre za &quot;akcijo, usmerjeno neposredno na policijo&quot; in da &quot;obžalujejo smrt civilista , &quot;niso pa omenjali odškodnine za svojce.",Civila je ubil avtomobil z bombo.,entailment,1052
"Chris Evans, rojen v Warringtonu, zanika, da je divjal, kljub temu da je leta 1997 zapustil Radio 1 in ga kasneje Virgin Radio odpustil, ker se v petdnevnem pijančenju ni pojavil na delu.",Virgin Radio je bil delodajalec Chrisa Evansa.,entailment,1053
"Pentagon zavrača zahteve Kirgizije, da plača za preteklo uporabo letalske baze Manas, ključnega vojaškega objekta za ameriške letalske misije v Afganistanu.",Letalska baza Manas se nahaja v Kirgiziji.,entailment,1054
"V začetku letošnjega leta je 78 lokalnih, državnih in zveznih agencij sodelovalo v vaji za kemični napad, imenovani Rotunda Thunda, v kongresnem centru v Las Vegasu in na Stripu.",V kongresnem centru v Las Vegasu in Stripu je prišlo do kemičnega napada.,not_entailment,1055
Zahvaljujoč nedavni pridobitvi JD Edwards bo Oracle lahko kmalu zagnal tudi aplikacije JDE na svoji platformi Fusion Middleware.,JDE je lastnik podjetja Oracle.,not_entailment,1056
"Leta 2003 je Yunus na ulice Bangladeša prinesel revolucijo mikrokreditov, da bi podprl več kot 50.000 beračev, ki jih banka Grameen spoštljivo imenuje člani, ki se borijo.",Yunus je podprl več kot 50.000 borcev.,entailment,1057
To je biodizel in Bio-Beetle je prvo podjetje za najem avtomobilov BD.,Biodizel proizvaja &quot;hrošča&quot;.,not_entailment,1058
"V Združenem kraljestvu se je Carphone Warehouse, sponzor podjetja Celebrity Big Brother, umaknil, potem ko so nekatere tekmovalce resničnostnih televizijskih oddaj obtožili rasizma, s katerim podjetje ni želelo biti povezano. V Parfumeriji so sporočili, da bodo umaknili parfum Shh ... Jade Goody, ene od tekmovalk, obtoženih ustrahovanja z rasističnim podtonom. Motociklistična zavarovalnica Bennetts je enostransko prekinila posel z nekdanjo miss Anglije Danielle Lloyd, da bi začela oglaševalsko kampanjo.",Jade Goody je tekmovalka v filmu Celebrity Big Brother.,entailment,1059
"Je profesor gledališča in drame na univerzi Loyola in režiser Wilsonovega filma &quot;Dva vlaka tečeta&quot;, ki je zdaj na odru pri igralcih Pegasus Players.","Dva vlaka, ki tečeta, je napisal Wilson.",entailment,1060
"Iraški predstavnik pri Združenih narodih Nizar Hamdoun je danes v nedeljo sporočil, da je bilo v štirih dneh zračnega bombardiranja Iraka na tisoče ljudi ubitih ali ranjenih.","Nizar HAMDOON, iraški veleposlanik pri Združenih narodih, je sporočil, da bi lahko zaradi zračnega bombardiranja Iraka na tisoče ljudi pobili ali ranili.",not_entailment,1061
"Da bi prekinila mletje dolga in revščine, je Yunus posodila Begum in več kot 40 njenim sosedom v vasi Joba 27 dolarjev. Dovolil jim je, da mu ga vrnejo v naslednjem letu, ko so njihova podjetja začela ustvarjati stabilen dobiček.",Nekateri ljudje v vasi Joba so prejeli posojila od Yunusa.,entailment,1062
"Vse več je dokazov, da je magnezij lahko pomemben dejavnik kvalitativnih sprememb kostnega matriksa, ki določajo krhkost kosti.",Prehranski vnos magnezija preprečuje osteoporozo.,not_entailment,1063
"V zgodnjih urah 15. aprila 1912 je britanska luksuzna ladja Titanic potonila v severnem Atlantiku pred Novo Fundlandijo, manj kot tri ure po udarcu v ledeno goro.",Titanik je potonil leta 1912.,entailment,1064
"Gibbs je še dejal, da se je Obama načrtoval za sestanek z iraškim premierjem Nourijem al Malikijem, toda slabo vreme v Bagdadu pomeni, da se bo Obama verjetno pogovarjal s premierjem in iraškim predsednikom Jalalom Talibanijem po telefonu. Ameriške čete naj bi Irak zapustile do avgusta 2010, New York Times pa poroča, da bo vojska še vedno visoka do iraških zveznih volitev decembra. Obama je skupini univerzitetnih študentov v Turčiji povedal, da je kljub prvotnemu nasprotovanju vojni leta 2003 spoznal, da je treba umik čet previdno izvesti.",Jalal Talibani je prijatelj z Obamo.,not_entailment,1065
"Putin in Bush pravita, da Iran nima hudih jedrskih ambicij.","Bush in Putin Irana pozivata, naj se odreče jedrskim ambicijam.",not_entailment,1066
"Srednjeveški kristjani so rekli, da je rožni venec kot katoličani še danes: z molitvijo pet desetletij Ave Marias (Zdravo Marijo), ki jo je uvedel Pater Noster (Oče naš), med meditacijo o treh serijah po pet skrivnosti.",Kristjani molijo rožni venec.,entailment,1067
"Z volitvami v zvezni državi Queensland v Avstraliji si bodo številne manjše stranke in neodvisni člani prizadevali, da bi ohranili ravnovesje moči in prisilili glavne stranke, da prisluhnejo svojim besedam. Patrica Petersen je ena od neodvisnih. Poročevalec Wikinewsov Patrick Gillett je imel ekskluzivni intervju z gospo Peterson, kandidatko za volilno okrožje Bundamba.",Patrica Petersen je bila vzgojena v Bundambi.,not_entailment,1068
"Le 18 držav, vključno z Massachusettsom, ima posebne določbe, ki ženskam, ki so zaradi nasilja v družini zapustile službo, omogočajo, da se kvalificirajo za uporabniški vmesnik.","18 držav ima določbe, ki dovoljujejo ženskam, ki zapustijo službo zaradi nasilja v družini, zavarovanje za primer brezposelnosti.",entailment,1069
"Kreme za sončenje, namenjene otrokom, bi lahko nudile manj zaščite, kot trdijo na steklenički.","Kreme za sončenje, namenjene otrokom, ščitijo na ravni, ki jo oglašujejo.",not_entailment,1070
"Medtem je na Puškin-Goethejevem festivalu, ki je pred kratkim potekal v Moskvi ob praznovanju rojstnih dni pesnikov (letos je Goethejev 250. let), postmodernistični pesnik in konceptualni umetnik Dmitri Prigov vzel prvo vrstico iz &quot;Onjegina&quot; (&quot;Moj stric - visoki ideali ga navdihujejo &quot;) in ga postavijo na budistične in muslimanske mantre ter ruske pravoslavne in gregorijanske napeve.",Johann Wolfgang von Goethe se je rodil v Nemčiji.,not_entailment,1071
"Ustanovljeno je britansko podjetje Dynamite (Ardeer, Škotska, Združeno kraljestvo). Leta 1877 se je ime podjetja spremenilo v Nobelovo podjetje za eksplozive.",Alfred Nobel je izumitelj dinamita.,not_entailment,1072
"Z drugimi besedami, Slovenija ima z 2 milijona prebivalcev le 5,5 tisoč poklicnih vojakov.",Slovenija ima 2 milijona prebivalcev.,entailment,1073
Prvi laboratorij za DNA DNA zunaj Microsofta je bil ustanovljen v predmestju Philadelphije junija 1998.,Microsoft je bil ustanovljen junija 1998.,not_entailment,1074
"Nancy Grace in drugi so jo ravno udarili do konca, je med intervjujem za The Orlando Sentinel dejal Duckettov dedek Bill Eubanks. &quot;Bila je nihče, ki bi si kdajkoli mislil, da bi naredil kaj takega. Z otrokom sta se preprosto imela rada in se ni mogla umakniti drug drugemu. Ne bi poškodovala hrošča.&quot; Graceina tiskovna predstavnica je samomor označila za &quot;žalosten razvoj dogodkov&quot;, sama Grace pa je izdala izjavo, v kateri pravi: &quot;Menim, da naša oddaja ni kriva za to, kar se je zgodilo Melindi Duckett.&quot;",Bill Eubanks je bil dedek Melinde Duckett.,entailment,1075
Durham je &quot;mesto medicine&quot; in dom univerze Duke in Severne Karoline.,Univerza Duke je v Durhamu.,entailment,1076
"Mike Wilson, vodja trženja pri podjetju Fanuc Robotics v Coventryju, o izboljšanju zmogljivosti robota pravi: „Naš novi varilni robot ARC Mate je na primer 30-odstotno cenejši kot podoben model pred tremi leti.",Varjenje je običajna uporaba robotov v avtomobilski industriji.,not_entailment,1077
"Poročnik Mark Banks iz Savannah v zvezni državi Ga. Nagiba k bolniku, ki ga je helikopter ameriške mornarice medicinsko evakuiral na začasno triažno mesto v Acehu na Sumatri v Indoneziji.",Ameriška vojska je evakuirala ameriške državljane.,not_entailment,1078
"Kljub temu mednarodni ugled nekaterih poljskih umetnikov, zlasti filmskega ustvarjalca Krzysztofa Kieslowskega, nikoli ni bil višji. Če želite uporabiti nenavadno komercialno merilo, je DVD v njegovi seriji Decalogue (deset enournih dram, ki temeljijo na Deset zapovedih, narejenih za poljsko TV leta 1988) trenutno na prodajnem mestu Amazon.com 3.700 (približno celo s Zbirka podpisov Alfreda Hitchcocka).",Kieslowski je filmski in TV režiser.,entailment,1079
"Tropska nevihta Arthur naj bi nocoj oslabela, verjetno pa bo okrevala po vstopu v zaliv Campeche v nedeljo. Atlantska sezona orkanov 2008 se je začela danes zgodaj, ko je en dan prej ob obali Belizeja nastala tropska nevihta. sezona se uradno začne. Tropska nevihta Arthur je nastala v soboto popoldne in hitro pristala na polotoku Yucatan, blizu meje med Belizejem in Mehiko. Obe državi sta na vzhodni obali polotoka izdali opozorilo o tropski nevihti. V mehiški zvezni državi Quintana Roo so bila pristanišča zaprta za majhne čolne, vodni športi so bili prepovedani, prebivalce obalnih območij pa so spodbujali k previdnostnim ukrepom.",Tropska nevihta Arthur se bliža ameriški obali.,not_entailment,1080
"Hemoragična mrzlica ebola je smrtna bolezen, ki jo povzroča nov virus, ki nima znanega zdravila. Ko so spomladi 1995 v Zairu odkrili novo epidemijo, so jo na splošno razumeli kot grožnjo Zahodu. Pozornost javnosti je bila močna.",V Zairu izbruhne epidemija ebole.,entailment,1081
"Novo pravilo Komisije za vrednostne papirje in borze, ki krepi neodvisnost uprav vzajemnih skladov, predstavlja industrijski poraz.",Novo pravilo SEC bo odborom omogočilo neodvisnost.,entailment,1082
Svetovni trgovinski center v Osaki je najvišja stavba na Zahodu Japonske.,Svetovni trgovinski center v Osaki je najvišja stavba na Japonskem.,not_entailment,1083
"V &quot;Ubijanje sanj: James Earl Ray in atentat na Martina Lutherja Kinga, JR.&quot; Geralda Posnerja (Harvest / Harcourt Brace, 15 dolarjev) pisatelj, ki je v &quot;Case Closed&quot; napadel Kennedyjeve teorije zarote, prevzame Rayovo trditev nedolžnost v umoru Kinga leta 1968.",Martin Luther King je bil umorjen leta 1968.,entailment,1084
"Vlada Južne Osetije je napovedala, da bo evakuirala otroke na nevarnih območjih v Rusijo. To se je zgodilo po govoru predsednika Južne Osetije Eduarda Kokoityja, ki je gruzijsko vlado obtožil, da &quot;poskuša sprožiti polno vojno&quot;. Kokoity je dejal, da je število žrtev v konfliktu doseglo 1400. Od 22. avgusta do 8. avgusta naj bi bilo 12 ruskih mirovnikov mrtvih in 150 ranjenih. Video trak, na katerem je razvidno, kako je padlo gruzijsko letalo Su-25, je bil pozno zvečer 8. avgusta predvajan na ruskem TV kanalu Vesti. Pilot reaktivnega letala naj bi se vrgel, a ga je na tleh ujela in ubila osetska vojska.",Južna Osetija je za predsednika izbrala Eduarda Kokoityja.,entailment,1085
"Šiitski in kurdski politični voditelji so v ponedeljek nadaljevali pogovore o oblikovanju nove vlade, češ da bodo v enem ali dveh dneh razglasili celoten kabinet.","Ameriški uradniki so zaskrbljeni zaradi političnega vakuuma in se bojijo, da to napaja sektaške napetosti, pravijo dopisniki.",not_entailment,1086
"Delnice Salesforce so se v sredo zaprle pri 17,20 USD, kar je več kot 50% nad njihovo ponudbeno ceno.","Delnice Salesforce so bile za več kot 50% nad njihovo ponudbeno ceno 17,20 USD.",not_entailment,1087
"Z vojvodo Edinburški sva zelo vesela, da se bosta princ Walesa in gospa Parker Bowles poročila.",Vesel sem in želim princu od Walesa in Parkerju Bowlesu srečno življenje.,not_entailment,1088
"Mi ... napotimo več ljudi v Slonokoščeno obalo - policija, vojska in ljudje, ki bodo neposredno sodelovali s kabinetom premierja Mbekija, so povedali na tiskovni konferenci v Pretoriji.",Mbeki je na položaju predsednika vlade.,not_entailment,1089
"Preprosto, Tsutomu Yamaguchi je eden najsrečnejših moških na svetu. Ta rahli 93-letnik z belimi lasmi, ki je danes večinoma privezan na invalidski voziček, je bil prejšnji teden uradno prepoznan kot ena izmed majhnih peščic ljudi, ki je preživela ne eno, ampak obe ameriški atomski bombi, ki sta jo padli na japonska mesta Hirošime in Nagasakija avgusta 1945 - konec druge svetovne vojne. Gospod Yamaguchi je bil na Japonskem znan kot eden od hibakuš - dobesedno &quot;ljudi, ki jih je prizadela eksplozija&quot; - že dolgo prepoznan kot preživeli jedrski eksploziji v svojem rojstnem mestu Nagasaki.",Yamaguchi je preživel dve atomski bombni napadi.,entailment,1090
"Španija bo v naslednjih štirih letih zaposlila 500 dodatnih policistov za boj proti baskovskim separatistom ETA in islamističnim militantom, je v torek dejal notranji minister Alfredo Perez Rubalcaba. Rubalcaba je v parlamentarnem odboru povedal, da bo število protiterorističnih oficirjev, vključno z novimi naborniki, od nastopa socialistične vlade leta 2004, nekaj dni po tem, ko so islamistični militanti ubili 191 ljudi, povečano za 1.800. ETA je v boju za neodvisno Baskijo, sestavljeno iz dela severne Španije in južne Francije, v štirih desetletjih pobila več kot 800 ljudi. Njegov zadnji usodni napad se je zgodil 14. maja, menijo oblasti, ko je avtomobil bomba uničil policijsko barako v španski Baskiji in pri tem ubil enega policista. Vlada bo zagotovila tudi dodatnih 800 častnikov za boj proti organiziranemu kriminalu in še 1248 uslužbencev za boj proti nasilju v družini, je dejal Rubalcaba.",ETA se bori za neodvisnost Baskije.,entailment,1091
"V nasprotju z zgodbo Leitrim z zgodbo Rite Levi-Montalcini, italijanske nobelovke, ki je prejšnjo sredo dopolnila 100 let. Še vedno se vsak dan udeležuje dela v Evropskem inštitutu za raziskovanje možganov v Rimu, ki ga je ustanovila. Leta 2001 je bila imenovana za dosmrtnega senatorja, leta 2006 pa se je v starosti 97 let udeležila otvoritvene skupščine novoizvoljenega senata. Sodeluje v razpravah v Zgornjem domu in je leta 2004 zagovarjala nauk evolucije v italijanskih šolah. O njej ni zahtevala prostega dne zaradi festivalskih zavez. Očitno ji uspe celo delati skozi Rose iz Tralee, ne da bi dvignila glavo s Petrijeve posodice.",Rita Levi-Montalcini je dobitnica Nobelove nagrade.,entailment,1092
Junija 2004 je vodilni ruski proizvajalec nafte Lukoil podpisal 35-letno pogodbo o delitvi proizvodnje za milijardo dolarjev za razvoj uzbekistanskih nahajališč zemeljskega plina.,Lukoil je leta 2004 zaslužil milijardo dolarjev.,not_entailment,1093
"Na dan odprtja so se zaloge Salesforce.com zvišale za 6,20 do 17,20 USD, kar je 56,4% več kot prvotna ponudbena cena 11 USD.","Otvoritveni dan delnice Salesforce.com se je v primerjavi s prvotno ponudbeno ceno zvišal za 56,4%.",entailment,1094
